Producto;Precio;Imagen
Bebida Energizante Speed x 269 cc.;$ 2.000;D:/python/scrapling/imagenes_productos_laanonima\Bebida Energizante Speed x 269 cc.jpg
Bebida Fresh Blue Full Sport x 500 cc.;$ 2.000;D:/python/scrapling/imagenes_productos_laanonima\Bebida Fresh Blue Full Sport x 500 cc.jpg
Bebida Uva Powerade x 500 cc.;$ 2.050;D:/python/scrapling/imagenes_productos_laanonima\Bebida Uva Powerade x 500 cc.jpg
Bebida de Fresa y Kiwi Pet Gatorade Sin Azúcar x 400 cc.;$ 2.050;D:/python/scrapling/imagenes_productos_laanonima\Bebida de Fresa y Kiwi Pet Gatorade Sin .jpg
Energizante Rockstar  Botella 500cc x1;$ 2.100;D:/python/scrapling/imagenes_productos_laanonima\Energizante Rockstar  Botella 500cc x1.jpg
Bebida Powerade Naranja x 500 cc.;$ 2.300;D:/python/scrapling/imagenes_productos_laanonima\Bebida Powerade Naranja x 500 cc.jpg
Powerade Frutas Tropicales x 500 cc.;$ 2.300;D:/python/scrapling/imagenes_productos_laanonima\Powerade Frutas Tropicales x 500 cc.jpg
Bebida Powerade Manzana x 500 cc.;$ 2.300;D:/python/scrapling/imagenes_productos_laanonima\Bebida Powerade Manzana x 500 cc.jpg
Powerade Mountain Blast x 500 cc.;$ 2.300;D:/python/scrapling/imagenes_productos_laanonima\Powerade Mountain Blast x 500 cc.jpg
Bebida Manzana Suerox x 630 cc.;$ 2.600;D:/python/scrapling/imagenes_productos_laanonima\Bebida Manzana Suerox x 630 cc.jpg
