Producto;Precio;Imagen
Maíz Inflado Dulce Capullitos Flor x 80 g.;$ 650;D:/python/scrapling/imagenes_productos_laanonima\Maíz Inflado Dulce Capullitos Flor x 80 _23.jpg
Trigo Inflado Dulce Capullitos Flor x 80 g.;$ 680;D:/python/scrapling/imagenes_productos_laanonima\Trigo Inflado Dulce Capullitos Flor x 80_46.jpg
Arroz Inflado Dulce Capullitos Flor x 80 g.;$ 950;D:/python/scrapling/imagenes_productos_laanonima\Arroz Inflado Dulce Capullitos Flor x 80_37.jpg
Maíz Inflado Acaramelado Egran con Maní x 80 g.;$ 1.250;D:/python/scrapling/imagenes_productos_laanonima\Maíz Inflado Acaramelado Egran con Maní _36.jpg
Cereal en barra light Yogur Frutilla Cereal Mix x 26 g.;$ 1.350;D:/python/scrapling/imagenes_productos_laanonima\Cereal en barra light Yogur Frutilla Cer_40.jpg
Barra de Cereal Almendras y Maní Cereal Mix x 33 g.;$ 1.350;D:/python/scrapling/imagenes_productos_laanonima\Barra de Cereal Almendras y Maní Cereal _56.jpg
Cereal en Barra Proteína Cereal Mix Yogur Frutilla y Frutos Rojos x 26 g.;$ 1.350;D:/python/scrapling/imagenes_productos_laanonima\Cereal en Barra Proteína Cereal Mix Yogu_73.jpg
Barra de Manzana Roja Frutty x 30 g.;$ 1.400;D:/python/scrapling/imagenes_productos_laanonima\Barra de Manzana Roja Frutty x 30 g_38.jpg
Maiz Inflado Acaramelado Egran x 80 g.;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Maiz Inflado Acaramelado Egran x 80 g_42.jpg
Cereal con Cacao Cereal Mix x 100 g.;$ 1.650;D:/python/scrapling/imagenes_productos_laanonima\Cereal con Cacao Cereal Mix x 100 g_28.jpg
