Producto;Precio;Imagen
Cereal Aritos Frutados Julicroc x 150 g.;$ 1.200;D:/python/scrapling/imagenes_productos_laanonima\Cereal Aritos Frutados Julicroc x 150 g_21.jpg
Cereal Bolitas de Chocolate Julicroc x 150 g.;$ 1.200;D:/python/scrapling/imagenes_productos_laanonima\Cereal Bolitas de Chocolate Julicroc x 1_62.jpg
Barrita Vegana Choco Naranja Laddu Bar x 30 g.;$ 1.500;D:/python/scrapling/imagenes_productos_laanonima\Barrita Vegana Choco Naranja Laddu Bar x_12.jpg
Chips de Remolachas y Batatas Nuestros Sabores x 80 g.;$ 1.600;D:/python/scrapling/imagenes_productos_laanonima\Chips de Remolachas y Batatas Nuestros S_28.jpg
Papas Fritas Sabor Cheddar Julicroc x 70 g.;$ 1.700;D:/python/scrapling/imagenes_productos_laanonima\Papas Fritas Sabor Cheddar Julicroc x 70_60.jpg
Almohaditas Rellena de Avellana sin Tacc Snuks x 90 g.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Almohaditas Rellena de Avellana sin Tacc_35.jpg
Almohaditas Rellena de Frutilla sin Tacc Snuks x 90 g.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Almohaditas Rellena de Frutilla sin Tacc_51.jpg
Galletitas sabor Frutilla sin Tacc Smams x 105 g.;$ 1.900;D:/python/scrapling/imagenes_productos_laanonima\Galletitas sabor Frutilla sin Tacc Smams_47.jpg
Galletitas Rellenas Vainilla Smams x 105 g.;$ 1.900;D:/python/scrapling/imagenes_productos_laanonima\Galletitas Rellenas Vainilla Smams x 105_59.jpg
Galletitas sabor Chocolate sin Tacc Smams x 105 g.;$ 1.900;D:/python/scrapling/imagenes_productos_laanonima\Galletitas sabor Chocolate sin Tacc Smam_79.jpg
