Producto;Precio;Imagen
Polvo para preparar Salsa Blanca Dos Anclas x 40 g.;$ 840;D:/python/scrapling/imagenes_productos_laanonima\Polvo para preparar Salsa Blanca Dos Anc_5.jpg
Sal Gruesa Paquete Dos Anclas x 500 g.;$ 1.350;D:/python/scrapling/imagenes_productos_laanonima\Sal Gruesa Paquete Dos Anclas x 500 g_1.jpg
Ajo en Polvo Deshidratado Dos Anclas x 20 g.;$ 1.400;D:/python/scrapling/imagenes_productos_laanonima\Ajo en Polvo Deshidratado Dos Anclas x 2_4.jpg
Sal Fina Paquete Dos Anclas x 500 g.;$ 1.500;D:/python/scrapling/imagenes_productos_laanonima\Sal Fina Paquete Dos Anclas x 500 g_0.jpg
Perejil Deshidratado Dos Anclas x 25 g.;$ 1.500;D:/python/scrapling/imagenes_productos_laanonima\Perejil Deshidratado Dos Anclas x 25 g_6.jpg
Pimienta Negra Molida Sobre Dos Anclas x 25 g.;$ 2.050;D:/python/scrapling/imagenes_productos_laanonima\Pimienta Negra Molida Sobre Dos Anclas x_10.jpg
Ají Molido Dos Anclas x 50 g.;$ 2.200;D:/python/scrapling/imagenes_productos_laanonima\Ají Molido Dos Anclas x 50 g_7.jpg
Pimentón Seleccionado Dos Anclas x 50 g.;$ 2.300;D:/python/scrapling/imagenes_productos_laanonima\Pimentón Seleccionado Dos Anclas x 50 g_8.jpg
Provenzal Dos Anclas x 50 g.;$ 2.700;D:/python/scrapling/imagenes_productos_laanonima\Provenzal Dos Anclas x 50 g_9.jpg
Pimienta Negra Grano Sobre Dos Anclas x 50 g.;$ 4.100;D:/python/scrapling/imagenes_productos_laanonima\Pimienta Negra Grano Sobre Dos Anclas x _11.jpg
