Producto;Precio;Imagen
Pate de Jamón Bocatti x 90 g.;$ 2.000;D:/python/scrapling/imagenes_productos_laanonima\Pate de Jamón Bocatti x 90 g_43.jpg
Pate con Pimienta Verde Bocatti x 90 g.;$ 2.050;D:/python/scrapling/imagenes_productos_laanonima\Pate con Pimienta Verde Bocatti x 90 g_22.jpg
Paté Panceta Ahumada Bocatti x 90 g.;$ 2.050;D:/python/scrapling/imagenes_productos_laanonima\Paté Panceta Ahumada Bocatti x 90 g_23.jpg
Leberwurst Cagnoli x 150 g.;$ 2.600;D:/python/scrapling/imagenes_productos_laanonima\Leberwurst Cagnoli x 150 g_24.jpg
Salchichón Primavera Feteado Zur Linde x 200 g.;$ 2.650;D:/python/scrapling/imagenes_productos_laanonima\Salchichón Primavera Feteado Zur Linde x_29.jpg
Salchichón con Jamón Feteado Zur Linde x 200 g.;$ 2.700;D:/python/scrapling/imagenes_productos_laanonima\Salchichón con Jamón Feteado Zur Linde x_13.jpg
Leberwurst Cabaña Argentina x 200 g.;$ 2.700;D:/python/scrapling/imagenes_productos_laanonima\Leberwurst Cabaña Argentina x 200 g_33.jpg
Salame Milán Feteado Var.Log.5 Bocatti x 70 g.;$ 2.750;D:/python/scrapling/imagenes_productos_laanonima\Salame Milán Feteado VarLog5 Bocatti x 7_17.jpg
Mortadela Feteada 214 x 200 g.;$ 3.600;D:/python/scrapling/imagenes_productos_laanonima\Mortadela Feteada 214 x 200 g_39.jpg
Fiambre Cocido de Cerdo Feteado Zur Linde x 200 g.;$ 3.650;D:/python/scrapling/imagenes_productos_laanonima\Fiambre Cocido de Cerdo Feteado Zur Lind_3.jpg
