Producto;Precio;Imagen
Queso Rallado La Quesera x 40 g.;$ 950;D:/python/scrapling/imagenes_productos_laanonima\Queso Rallado La Quesera x 40 g_12.jpg
Queso Rallado Reggianito Tonadita x 40 g.;$ 1.650;D:/python/scrapling/imagenes_productos_laanonima\Queso Rallado Reggianito Tonadita x 40 g_0.jpg
Queso Rallado Reggianito La Serenísima x 35 g.;$ 1.800;D:/python/scrapling/imagenes_productos_laanonima\Queso Rallado Reggianito La Serenísima x_37.jpg
Queso Rallado La Quesera x 100 g.;$ 2.150;D:/python/scrapling/imagenes_productos_laanonima\Queso Rallado La Quesera x 100 g_18.jpg
Queso Rallado Tregar x 40 g.;$ 2.200;D:/python/scrapling/imagenes_productos_laanonima\Queso Rallado Tregar x 40 g_111.jpg
Queso Rallado La Paulina x 40 g.;$ 2.400;D:/python/scrapling/imagenes_productos_laanonima\Queso Rallado La Paulina x 40 g_60.jpg
Queso Cheddar En Fetas x 8 Un. Tonadita x 120 g.;$ 2.800;D:/python/scrapling/imagenes_productos_laanonima\Queso Cheddar En Fetas x 8 Un Tonadita x_19.jpg
Queso Provolone En Fetas x 8 Un. Tonadita x 120 g.;$ 2.800;D:/python/scrapling/imagenes_productos_laanonima\Queso Provolone En Fetas x 8 Un Tonadita_30.jpg
Queso en Hebras Mini La Paulina x 80 g.;$ 3.000;D:/python/scrapling/imagenes_productos_laanonima\Queso en Hebras Mini La Paulina x 80 g_73.jpg
Queso de Cerdo Feteado 42 x 200 g.;$ 3.300;D:/python/scrapling/imagenes_productos_laanonima\Queso de Cerdo Feteado 42 x 200 g_113.jpg
