Producto;Precio;Fecha;Imagen
Rocío Vegetal La Anónima x 120 g.;$ 3.760,00;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Rocío_Vegetal_La_Anónima_x_120_g.jpg
Aceite de Maíz Clásico Mazola Aerosol x 126 cc.;$ 4.090,00;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_de_Maíz_Clásico_Mazola_Aerosol_x_126_cc.jpg
Aceite de Girasol La Anónima x 900 cc.;$ 4.160,00;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_de_Girasol_La_Anónima_x_900_cc.jpg
Aceite de Girasol Legitimo x 900 cc.;$ 4.400;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_de_Girasol_Legitimo_x_900_cc.jpg
Aceite de Girasol Natura x 900 cc.;$ 4.750;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_de_Girasol_Natura_x_900_cc.jpg
Rocío Vegetal de Aceite Girasol Natura x 126 cc.;$ 4.850;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Rocío_Vegetal_de_Aceite_Girasol_Natura_x_126_cc.jpg
Aceite Mezcla Girasol- Oliva Natura x 900 cc.;$ 5.330,00;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_Mezcla_Girasol-_Oliva_Natura_x_900_cc.jpg
Aceite de Girasol Cocinero x 1,5 Lt.;$ 6.420,00;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_de_Girasol_Cocinero_x_1,5_Lt.jpg
Aceite de Girasol Natura x 1,5 Lt.;$ 7.500;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_de_Girasol_Natura_x_1,5_Lt.jpg
Aceite Mezcla Girasol- Oliva Natura x 1,5 Lt.;$ 8.660,00;2026-09-19 23:05:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Aceite_Mezcla_Girasol-_Oliva_Natura_x_1,5_Lt.jpg
