Producto;Precio;Fecha;Imagen
Gaseosa Cola sin Azúcar Coca-Cola Lata x 220 cc.;$ 1.300;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Cola_sin_Azúcar_Coca-Cola_Lata_x_220_cc.jpg
Gaseosa Cola s/Azúcar Lata Coca Cola x 354 cc.;$ 1.650;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Cola_sAzúcar_Lata_Coca_Cola_x_354_cc.jpg
Gaseosa Lima Limón s/Azúcar Lata Sprite x 354 cc.;$ 1.650;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Lima_Limón_sAzúcar_Lata_Sprite_x_354_cc.jpg
Gaseosa Pomelo Lata Schweppes x 310 cc.;$ 1.650;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pomelo_Lata_Schweppes_x_310_cc.jpg
Gaseosa Cola Black Pet Pepsi x 2 Lt.;$ 1.680,00;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Cola_Black_Pet_Pepsi_x_2_Lt.jpg
Gaseosa Pepsi Black Botella 1,5Lt. x1;$ 3.037,00;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pepsi_Black_Botella_1,5Lt._x1.jpg
Gaseosa Paso de los Toros Pomelo Sin Azucar Botella 1,5Lt. x1;$ 3.037,00;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Paso_de_los_Toros_Pomelo_Sin_Azucar_Botella_1,5Lt._x.jpg
Gaseosa Crush Lima-Limón 2,25 Lt;$ 3.250;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Crush_Lima-Limón_2,25_Lt.jpg
Gaseosa Crush Pomelo marillo 2,25 Lt;$ 3.250;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Crush_Pomelo_marillo_2,25_Lt.jpg
Gaseosa Crush Naranja 2,25 Lt;$ 3.250;2026-07-25 13:19:49;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Crush_Naranja_2,25_Lt.jpg
