Producto;Precio;Fecha;Imagen
Lomo al Horno Feteado Var.Log5 Bocatti x 70 g.;$ 2.800;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Lomo_al_Horno_Feteado_Var.Log5_Bocatti_x_70_g.jpg
Salchichón Primavera Feteado Zur Linde x 200 g.;$ 2.950;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Salchichón_Primavera_Feteado_Zur_Linde_x_200_g.jpg
Salchichón con Jamón Feteado Zur Linde x 200 g.;$ 3.000;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Salchichón_con_Jamón_Feteado_Zur_Linde_x_200_g.jpg
Mortadela Feteada 42 x 200 g.;$ 4.000;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Mortadela_Feteada_42_x_200_g.jpg
Jamón Cocido Bocatti Feteado x 130 g.;$ 4.700;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Jamón_Cocido_Bocatti_Feteado_x_130_g.jpg
Paleta Cocida Feteada 42 x 200 g.;$ 5.850;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Paleta_Cocida_Feteada_42_x_200_g.jpg
Jamón Cocido Feteado 42 x 200 g.;$ 6.100;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Jamón_Cocido_Feteado_42_x_200_g.jpg
Fiambre Cocido de Cerdo Feteado Zur Linde x 200 g.;No disponible;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Fiambre_Cocido_de_Cerdo_Feteado_Zur_Linde_x_200_g.jpg
Salame Milán Feteado 42 x 150 g.;No disponible;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Salame_Milán_Feteado_42_x_150_g.jpg
Jamón Crudo Feteado 42 x 100 g.;No disponible;2026-06-25 19:31:11;D:/python/scrapling/imagenes_productos_laanonima\Jamón_Crudo_Feteado_42_x_100_g.jpg
