Producto;Precio;Fecha;Imagen
Amargo Citrus La Anónima x 1,5 Lt.;$ 1.275,00;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Citrus_La_Anónima_x_1,5_Lt.jpg
Amargo Cordillerano La Anónima x 1,5 Lt.;$ 1.275,00;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Cordillerano_La_Anónima_x_1,5_Lt.jpg
Amargo Serrano La Anónima x 1,5 Lt.;$ 1.360,00;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Serrano_La_Anónima_x_1,5_Lt.jpg
Amargo Pomelo Rosado La Anónima x 1,5 Lt.;$ 1.360,00;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Pomelo_Rosado_La_Anónima_x_1,5_Lt.jpg
Amargo Pomelo Rosado Tres Torres x 1,5 Lt.;$ 1.700;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Pomelo_Rosado_Tres_Torres_x_1,5_Lt.jpg
Amargo Serrano Tres Torres Pet x 1,5 lt.;$ 1.700;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Serrano_Tres_Torres_Pet_x_1,5_lt.jpg
Amargo Blanco Tres Torres Pet x 1,5 lt.;$ 1.700;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Blanco_Tres_Torres_Pet_x_1,5_lt.jpg
Amargo Tres Torres Limón Pet x 1,5 lt.;$ 1.700;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Amargo_Tres_Torres_Limón_Pet_x_1,5_lt.jpg
Fernet Branca x 750 cc.;No disponible;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Fernet_Branca_x_750_cc.jpg
Americano Cero Alcohol Lata Gancia x 473 cc.;No disponible;2026-09-22 11:46:09;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Americano_Cero_Alcohol_Lata_Gancia_x_473_cc.jpg
