Producto;Precio;Fecha;Imagen
Yogur Helado Griego S/G Natural La Anonima x 100 g.;$ 2.520,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Yogur_Helado_Griego_SG_Natural_La_Anonima_x_100_g.jpg
Yogur Helado Griego S/G Frutilla La Anomima x 100 g.;$ 2.760,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Yogur_Helado_Griego_SG_Frutilla_La_Anomima_x_100_g.jpg
Yogur Helado Griego S/G Frutos Roj. La Anonima x 100 g.;$ 2.800,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Yogur_Helado_Griego_SG_Frutos_Roj._La_Anonima_x_100_g.jpg
Yogur Helado Griego S/G Frutilla La Anonima x 100 g.;$ 2.840,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Yogur_Helado_Griego_SG_Frutilla_La_Anonima_x_100_g.jpg
Helado Frutilla x 6 un. La Anónima x 294 gr.;$ 3.680,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Helado_Frutilla_x_6_un._La_Anónima_x_294_gr.jpg
Helado Chocolate DDL Vainilla Best x 524 gr.;$ 6.320,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Helado_Chocolate_DDL_Vainilla_Best_x_524_gr.jpg
Helado DDL Americana Frutilla Best x 524 gr.;$ 6.320,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Helado_DDL_Americana_Frutilla_Best_x_524_gr.jpg
Helado Chocolate Vainilla Frutilla Best x 524 gr.;$ 6.320,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Helado_Chocolate_Vainilla_Frutilla_Best_x_524_gr.jpg
Helado Palito Bombón x 6 un. La Anónima x 282 gr.;$ 6.360,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Helado_Palito_Bombón_x_6_un._La_Anónima_x_282_gr.jpg
Frambuesa Doble Chocolate La Anónima x 150g.;$ 7.480,00;2026-09-22 11:28:01;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Frambuesa_Doble_Chocolate_La_Anónima_x_150g.jpg
