Producto;Precio;Fecha;Imagen
Gaseosa Pepsi Black Lata 354cc x1;$ 1.266,00;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pepsi_Black_Lata_354cc_x1.jpg
Gaseosa Cola s/Azúcar Lata Coca Cola x 354 cc.;$ 1.850;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Cola_sAzúcar_Lata_Coca_Cola_x_354_cc.jpg
Gaseosa Lima Limón s/Azúcar Lata Sprite x 354 cc.;$ 1.850;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Lima_Limón_sAzúcar_Lata_Sprite_x_354_cc.jpg
Gaseosa Cola Black Pet Pepsi x 2 Lt.;$ 2.760,00;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Cola_Black_Pet_Pepsi_x_2_Lt.jpg
Gaseosa Pepsi Black Botella 1,5Lt. x1;$ 3.075,00;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pepsi_Black_Botella_1,5Lt._x1.jpg
Gaseosa Paso de los Toros Pomelo Sin Azucar Botella 1,5Lt. x1;$ 3.075,00;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Paso_de_los_Toros_Pomelo_Sin_Azucar_Botella_1,5Lt._x.jpg
Gaseosa Lima Limon Sa Pet Seven Up x 2000 cc.;$ 3.450,00;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Lima_Limon_Sa_Pet_Seven_Up_x_2000_cc.jpg
Gaseosa Crush Lima-Limón 2,25 Lt;$ 3.550;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Crush_Lima-Limón_2,25_Lt.jpg
Gaseosa Crush Pomelo marillo 2,25 Lt;$ 3.550;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Crush_Pomelo_marillo_2,25_Lt.jpg
Gaseosa Crush Naranja 2,25 Lt;$ 3.550;2026-09-19 23:47:04;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Crush_Naranja_2,25_Lt.jpg
