Producto;Precio;Imagen
Frutillas Congeladas Karinat x 300 g.;$ 5.850;No disponible
Frutillas Congeladas La Anónima x 300 g.;$ 6.000;No disponible
Arándanos Congelados La Anónima x 300 g.;$ 6.300;No disponible
Arándanos Congelados Green Life x 300 g.;$ 6.650;No disponible
Mix Berries Congelados Karinat x 300 g.;$ 7.400;No disponible
Frutillas Enteras Congeladas Green Life x 400 g.;$ 7.700;No disponible
Mix Cuatro Berries Green Life x 400 g.;$ 9.900;No disponible
Mix Berries Congelados Karinat x 400 g.;$ 12.050;No disponible
Frutilla Congelada Karinat x 1000 g.;$ 13.050;No disponible
Frambuesas Congeladas Green Life x 400 g.;$ 14.750;No disponible
