Producto;Precio;Fecha;Imagen
Dr. Lemon Vodka s/ Tacc x 275 cc.;$ 1.066,00;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Dr._Lemon_Vodka_s_Tacc_x_275_cc.jpg
Amargo Serrano La Anónima x 1,5 Lt.;$ 1.360,00;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Serrano_La_Anónima_x_1,5_Lt.jpg
Amargo Pomelo Rosado La Anónima x 1,5 Lt.;$ 1.360,00;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Pomelo_Rosado_La_Anónima_x_1,5_Lt.jpg
Amargo Citrus La Anónima x 1,5 Lt.;$ 1.360,00;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Citrus_La_Anónima_x_1,5_Lt.jpg
Amargo Cordillerano La Anónima x 1,5 Lt.;$ 1.360,00;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Cordillerano_La_Anónima_x_1,5_Lt.jpg
Fernet con Pomelo 1882 x 473 cc.;$ 1.575,00;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Fernet_con_Pomelo_1882_x_473_cc.jpg
Amargo Blanco Tres Torres Pet x 1,5 lt.;$ 1.600;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Blanco_Tres_Torres_Pet_x_1,5_lt.jpg
Amargo Serrano Tres Torres Pet x 1,5 lt.;$ 1.600;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Serrano_Tres_Torres_Pet_x_1,5_lt.jpg
Amargo Pomelo Rosado Tres Torres x 1,5 Lt.;$ 1.600;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Pomelo_Rosado_Tres_Torres_x_1,5_Lt.jpg
Amargo Tres Torres Limón Pet x 1,5 lt.;$ 1.600;2026-08-02 12:04:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Tres_Torres_Limón_Pet_x_1,5_lt.jpg
