Producto;Precio;Fecha;Imagen
Bebida de Fresa y Kiwi Pet Gatorade Sin Azúcar x 400 cc.;$ 1.645,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_de_Fresa_y_Kiwi_Pet_Gatorade_Sin_Azúcar_x_400_cc.jpg
Bebida de Moras Pet Gatorade Sin Azúcar x 400 cc.;$ 1.645,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_de_Moras_Pet_Gatorade_Sin_Azúcar_x_400_cc.jpg
Energizante Rockstar Botella 500cc x1;$ 1.997,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Energizante_Rockstar_Botella_500cc_x1.jpg
Bebida sin Ázucar sabor Limonada Suerox x 630 cc.;$ 2.175,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_sin_Ázucar_sabor_Limonada_Suerox_x_630_cc.jpg
Bebida Manzana Suerox x 630 cc.;$ 2.175,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Manzana_Suerox_x_630_cc.jpg
Bebida Isotónica Powerade Uva 500 Ml;$ 2.300;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Isotónica_Powerade_Uva_500_Ml.jpg
Isotónica Gatorade Cool Blue Botella 500cc x1;$ 2.437,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Cool_Blue_Botella_500cc_x1.jpg
Isotónica Gatorade Frutas Tropicales Botella 500cc x1;$ 2.437,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Frutas_Tropicales_Botella_500cc_x1.jpg
Isotónica Gatorade Uva Botella 500cc x1;$ 2.437,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Uva_Botella_500cc_x1.jpg
Isotónica Gatorade Manzana Botella 500cc x1;$ 2.437,00;2026-09-19 23:22:34;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Manzana_Botella_500cc_x1.jpg
