Producto;Precio;Fecha;Imagen
Leberwurst Cabaña Argentina x 200 g.;$ 2.050;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Leberwurst_Cabaña_Argentina_x_200_g.jpg
Salchichón Mini con Jamón Cabaña Argentina x 240 g.;$ 2.900;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Salchichón_Mini_con_Jamón_Cabaña_Argentina_x_240_g.jpg
Salchichón Mini tipo Primavera Cabaña Argentina x 240 g.;$ 2.900;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Salchichón_Mini_tipo_Primavera_Cabaña_Argentina_x_240_g.jpg
Fiambre Cocido de Cerdo Feteado Zur Linde x 200 g.;$ 3.500;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Fiambre_Cocido_de_Cerdo_Feteado_Zur_Linde_x_200_g.jpg
Mortadela Mini Cabaña Argentina x 300 g.;$ 3.650;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Mini_Cabaña_Argentina_x_300_g.jpg
Leberwurst Paladini x 250 g.;$ 4.450;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Leberwurst_Paladini_x_250_g.jpg
Jamón Cocido tipo Mont Blanc Feteado Los Calvos x 200 g.;$ 6.150;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Jamón_Cocido_tipo_Mont_Blanc_Feteado_Los_Calvos_x_200_g.jpg
Jamón Cocido Feteado 42 x 200 g.;No disponible;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Jamón_Cocido_Feteado_42_x_200_g.jpg
Jamón Cocido Bocatti Feteado x 130 g.;No disponible;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Jamón_Cocido_Bocatti_Feteado_x_130_g.jpg
Paleta Cocida Feteada 42 x 200 g.;No disponible;2026-08-02 11:49:59;d:/proyecto_supermercados_paginaweb/images/laanonima\Paleta_Cocida_Feteada_42_x_200_g.jpg
