Producto;Precio;Fecha;Imagen
Frutillas Congeladas La Anónima x 300 g.;$ 6.100,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Frutillas_Congeladas_La_Anónima_x_300_g.jpg
Arándanos Congelados La Anónima x 300 g.;$ 6.400,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Arándanos_Congelados_La_Anónima_x_300_g.jpg
Arándanos Congelados Green Life x 300 g.;$ 6.650,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Arándanos_Congelados_Green_Life_x_300_g.jpg
Mix Frutos Rojos Congelados La Anónima x 300 g.;$ 7.450,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Mix_Frutos_Rojos_Congelados_La_Anónima_x_300_g.jpg
Mix Berries Congelados Karinat x 300 g.;$ 7.850,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Mix_Berries_Congelados_Karinat_x_300_g.jpg
Arándanos Congelados Karinat x 300 g.;$ 8.250,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Arándanos_Congelados_Karinat_x_300_g.jpg
Mix Cuatro Berries Green Life x 400 g.;$ 9.900,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Mix_Cuatro_Berries_Green_Life_x_400_g.jpg
Moras Congeladas Green Life x 550 g.;$ 16.050,00;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Moras_Congeladas_Green_Life_x_550_g.jpg
Frutillas Congeladas Karinat x 300 g.;No disponible;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Frutillas_Congeladas_Karinat_x_300_g.jpg
Frutilla Congelada Karinat x 1000 g.;No disponible;2026-07-05 22:05:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Frutilla_Congelada_Karinat_x_1000_g.jpg
