Producto;Precio;Fecha;Imagen
Mortadela con Pistacho Bocatti x 70 g.;$ 2.700;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_con_Pistacho_Bocatti_x_70_g.jpg
Lomo al Horno Feteado Var.Log5 Bocatti x 70 g.;$ 2.800;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Lomo_al_Horno_Feteado_Var.Log5_Bocatti_x_70_g.jpg
Salame Milán Feteado Var.Log.5 Bocatti x 70 g.;$ 2.800;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Salame_Milán_Feteado_Var.Log.5_Bocatti_x_70_g.jpg
Salchichón Primavera Feteado Zur Linde x 200 g.;$ 2.950;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Salchichón_Primavera_Feteado_Zur_Linde_x_200_g.jpg
Salchichón con Jamón Feteado Zur Linde x 200 g.;$ 3.000;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Salchichón_con_Jamón_Feteado_Zur_Linde_x_200_g.jpg
Mortadela Feteada 214 x 200 g.;$ 4.000;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Feteada_214_x_200_g.jpg
Mortadela Feteada 42 x 200 g.;$ 4.000;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Feteada_42_x_200_g.jpg
Salamín en Rodajas Bocatti x 100 g.;$ 4.550;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Salamín_en_Rodajas_Bocatti_x_100_g.jpg
Mortadela Mini Cagnoli x 300 g.;$ 4.750;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Mini_Cagnoli_x_300_g.jpg
Salame Milán Feteado 214 x 150 g.;$ 4.750;2026-07-19 12:21:48;d:/proyecto_supermercados_paginaweb/images/laanonima\Salame_Milán_Feteado_214_x_150_g.jpg
