Producto;Precio;Fecha;Imagen
Bebida Fresh Blue Full Sport x 500 cc.;$ 2.050,00;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Fresh_Blue_Full_Sport_x_500_cc.jpg
Bebida de Moras Pet Gatorade Sin Azúcar x 400 cc.;$ 2.150,00;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_de_Moras_Pet_Gatorade_Sin_Azúcar_x_400_cc.jpg
Bebida de Fresa y Kiwi Pet Gatorade Sin Azúcar x 400 cc.;$ 2.150,00;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_de_Fresa_y_Kiwi_Pet_Gatorade_Sin_Azúcar_x_400_cc.jpg
Bebida Isotónica Powerade Uva 500 Ml;$ 2.200;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Isotónica_Powerade_Uva_500_Ml.jpg
Bebida Cool Citrus Powerade x 500cc.;$ 2.550;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Cool_Citrus_Powerade_x_500cc.jpg
Bebida Isotónica Powerade Mountain Blast 500 Ml;$ 2.600;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Isotónica_Powerade_Mountain_Blast_500_Ml.jpg
Bebida Isotónica Powerade Manzana 500 Ml;$ 2.600;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Isotónica_Powerade_Manzana_500_Ml.jpg
Bebida Powerade Naranja x 500 cc.;$ 2.600;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Powerade_Naranja_x_500_cc.jpg
Bebida Isotónica Powerade Frutas Tropicales 500 Ml;$ 2.600;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Isotónica_Powerade_Frutas_Tropicales_500_Ml.jpg
Isotónica Gatorade Uva Botella 500cc x1;$ 3.100,00;2026-06-27 11:54:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Uva_Botella_500cc_x1.jpg
