Producto;Precio;Fecha;Imagen
Yogur Helado Griego S/G Natural La Anonima x 100 g.;$ 3.250,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Yogur_Helado_Griego_SG_Natural_La_Anonima_x_100_g.jpg
Yogur Helado Griego S/G Frutilla La Anomima x 100 g.;$ 3.500,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Yogur_Helado_Griego_SG_Frutilla_La_Anomima_x_100_g.jpg
Yogur Helado Griego S/G Frutos Roj. La Anonima x 100 g.;$ 3.550,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Yogur_Helado_Griego_SG_Frutos_Roj._La_Anonima_x_100_g.jpg
Yogur Helado Griego S/G Frutilla La Anonima x 100 g.;$ 3.600,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Yogur_Helado_Griego_SG_Frutilla_La_Anonima_x_100_g.jpg
Helado Frutilla Naranja x 6 un. La Anónima x 294 gr.;$ 3.850,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Helado_Frutilla_Naranja_x_6_un._La_Anónima_x_294_gr.jpg
Helado Frutilla x 6 un. La Anónima x 294 gr.;$ 3.950,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Helado_Frutilla_x_6_un._La_Anónima_x_294_gr.jpg
Helado Mini Bites x 14 Un. Oreo x 72 g.;$ 6.100,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Helado_Mini_Bites_x_14_Un._Oreo_x_72_g.jpg
Helado Chocolate DDL Vainilla Best x 524 gr.;$ 6.700,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Helado_Chocolate_DDL_Vainilla_Best_x_524_gr.jpg
Helado Chocolate Vainilla Frutilla Best x 524 gr.;$ 6.700,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Helado_Chocolate_Vainilla_Frutilla_Best_x_524_gr.jpg
Helado DDL Americana Frutilla Best x 524 gr.;$ 6.700,00;2026-06-27 11:54:06;d:/proyecto_supermercados_paginaweb/images/laanonima\Helado_DDL_Americana_Frutilla_Best_x_524_gr.jpg
