Producto;Precio;Fecha;Imagen
Mortadela Feteada 42 x 200 g.;$ 4.050;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Feteada_42_x_200_g.jpg
Mortadela Feteada 214 x 200 g.;$ 4.100;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Feteada_214_x_200_g.jpg
Salchichón Mini con Jamón Cabaña Argentina x 240 g.;$ 4.350;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Salchichón_Mini_con_Jamón_Cabaña_Argentina_x_240_g.jpg
Salchichón Mini tipo Primavera Cabaña Argentina x 240 g.;$ 4.350;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Salchichón_Mini_tipo_Primavera_Cabaña_Argentina_x_240_g.jpg
Leberwurst Paladini x 250 g.;$ 4.450;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Leberwurst_Paladini_x_250_g.jpg
Mortadela Mini Cabaña Argentina x 300 g.;$ 5.450;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Mortadela_Mini_Cabaña_Argentina_x_300_g.jpg
Jamón Cocido Feteado 42 x 200 g.;$ 6.250;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Jamón_Cocido_Feteado_42_x_200_g.jpg
Arrollado de Carne de Cerdo Feteado Lazzarano x 160 g.;$ 6.850;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Arrollado_de_Carne_de_Cerdo_Feteado_Lazzarano_x_160_g.jpg
Jamón Cocido tipo Mont Blanc Feteado Los Calvos x 200 g.;$ 7.050;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Jamón_Cocido_tipo_Mont_Blanc_Feteado_Los_Calvos_x_200_g.jpg
Jamón Cocido Bocatti Feteado x 130 g.;No disponible;2026-09-19 23:19:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Jamón_Cocido_Bocatti_Feteado_x_130_g.jpg
