Producto;Precio;Fecha;Imagen
Gaseosa Naranja Lata Mirinda x 354 cc.;$ 1.166,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Naranja_Lata_Mirinda_x_354_cc.jpg
Dr. Lemon Vodka s/ Tacc x 275 cc.;$ 1.200,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Dr._Lemon_Vodka_s_Tacc_x_275_cc.jpg
Amargo Citrus La Anónima x 1,5 Lt.;$ 1.400,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Citrus_La_Anónima_x_1,5_Lt.jpg
Amargo Cordillerano La Anónima x 1,5 Lt.;$ 1.400,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Cordillerano_La_Anónima_x_1,5_Lt.jpg
Amargo Serrano La Anónima x 1,5 Lt.;$ 1.400,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Serrano_La_Anónima_x_1,5_Lt.jpg
Amargo Pomelo Rosado La Anónima x 1,5 Lt.;$ 1.400,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Pomelo_Rosado_La_Anónima_x_1,5_Lt.jpg
Fernet con Pomelo 1882 x 473 cc.;$ 1.575,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Fernet_con_Pomelo_1882_x_473_cc.jpg
Lata Frizzé Blue x 473 cc.;$ 1.657,00;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Lata_Frizzé_Blue_x_473_cc.jpg
Amargo Tres Torres Limón Pet x 1,5 lt.;$ 1.700;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Tres_Torres_Limón_Pet_x_1,5_lt.jpg
Amargo Pomelo Rosado Tres Torres x 1,5 Lt.;$ 1.700;2026-07-19 12:30:22;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Pomelo_Rosado_Tres_Torres_x_1,5_Lt.jpg
