Producto;Precio;Imagen
Gaseosa Cola sin Azucar Vidrio Descartable Coca Cola x 237 cc.;$ 1.350;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Cola sin Azucar Vidrio Descartab.jpg
Gaseosa Pepsi Black Lata 354cc x1;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Pepsi Black Lata 354cc x1.jpg
Gaseosa Cola s/Azúcar Lata Coca Cola x 354 cc.;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Cola sAzúcar Lata Coca Cola x 35.jpg
Gaseosa Pomelo Lata Schweppes x 310 cc.;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Pomelo Lata Schweppes x 310 cc.jpg
Gaseosa Lima Limón s/Azúcar Lata Sprite x 354 cc.;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Lima Limón sAzúcar Lata Sprite x.jpg
Gaseosa Pepsi Black Botella 500cc x1;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Pepsi Black Botella 500cc x1.jpg
Gaseosa 7 Up Sin Azucar Botella 500cc x1;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa 7 Up Sin Azucar Botella 500cc x1.jpg
Gaseosa Lima Limón sin Azúcar Sprite Pet x 500 cc.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Lima Limón sin Azúcar Sprite Pet.jpg
Gaseosa Schweppes Pomelo Zero Pet x 500 cc.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Schweppes Pomelo Zero Pet x 500 .jpg
Gaseosa Naranja Diet Fanta Zero Pet x 500 cc.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Gaseosa Naranja Diet Fanta Zero Pet x 50.jpg
