Producto;Precio;Imagen
Cereal Bolitas de Chocolate Julicroc x 150 g.;$ 1.250;D:/python/scrapling/imagenes_productos_laanonima\Cereal Bolitas de Chocolate Julicroc x 1_54.jpg
Cereal Aritos Frutados Julicroc x 150 g.;$ 1.250;D:/python/scrapling/imagenes_productos_laanonima\Cereal Aritos Frutados Julicroc x 150 g_68.jpg
Barrita Vegana Choco Naranja Laddu Bar x 30 g.;$ 1.500;D:/python/scrapling/imagenes_productos_laanonima\Barrita Vegana Choco Naranja Laddu Bar x_47.jpg
Barrita Vegana Brownie Laddu Bar x 30 g.;$ 1.500;D:/python/scrapling/imagenes_productos_laanonima\Barrita Vegana Brownie Laddu Bar x 30 g_51.jpg
Almohaditas Rellena de Avellana sin Tacc Snuks x 90 g.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Almohaditas Rellena de Avellana sin Tacc_57.jpg
Galletitas sabor Frutilla sin Tacc Smams x 105 g.;$ 1.900;D:/python/scrapling/imagenes_productos_laanonima\Galletitas sabor Frutilla sin Tacc Smams_33.jpg
Galletitas Rellenas Vainilla Smams x 105 g.;$ 1.900;D:/python/scrapling/imagenes_productos_laanonima\Galletitas Rellenas Vainilla Smams x 105_34.jpg
Galletitas sabor Chocolate sin Tacc Smams x 105 g.;$ 1.900;D:/python/scrapling/imagenes_productos_laanonima\Galletitas sabor Chocolate sin Tacc Smam_43.jpg
Harina de Arroz s/Gluten Dos Hermanos x 500 g.;$ 2.000;D:/python/scrapling/imagenes_productos_laanonima\Harina de Arroz sGluten Dos Hermanos x 5_66.jpg
Anillos de Cereal Frutados Sin Gluten La Anonima x 200 g.;$ 2.147;D:/python/scrapling/imagenes_productos_laanonima\Anillos de Cereal Frutados Sin Gluten La_12.jpg
