Producto;Precio;Fecha;Imagen
Leberwurst Paladini x 250 g.;$ 4.700;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Leberwurst_Paladini_x_250_g.jpg
Jamón Cocido Feteado 42 x 200 g.;$ 6.250;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Jamón_Cocido_Feteado_42_x_200_g.jpg
Jamón Cocido tipo Mont Blanc Feteado Los Calvos x 200 g.;$ 7.050;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Jamón_Cocido_tipo_Mont_Blanc_Feteado_Los_Calvos_x_200_g.jpg
Jamón Cocido Bocatti Feteado x 130 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Jamón_Cocido_Bocatti_Feteado_x_130_g.jpg
Fiambre Cocido de Cerdo Feteado Zur Linde x 200 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Fiambre_Cocido_de_Cerdo_Feteado_Zur_Linde_x_200_g.jpg
Jamon Cocido Feteado Paladini x 200 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Jamon_Cocido_Feteado_Paladini_x_200_g.jpg
Lomo al Horno Feteado Var.Log5 Bocatti x 70 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Lomo_al_Horno_Feteado_Var.Log5_Bocatti_x_70_g.jpg
Paleta Cocida Feteada 42 x 200 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Paleta_Cocida_Feteada_42_x_200_g.jpg
Jamón Genuino Cagnoli x 120 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Jamón_Genuino_Cagnoli_x_120_g.jpg
Panceta Ahumada Feteada 42 x 150 g.;No disponible;2026-09-22 11:25:51;d:/proyecto_supermercados_paginaweb/images/laanonima_img_crudo\Panceta_Ahumada_Feteada_42_x_150_g.jpg
