Producto;Precio;Imagen
Salame Fuet Doina 150 Gr;$3.900;D:/python/scrapling/imagenes_productos_vea\Salame Fuet Doina 150 Gr_15.jpg
Jamón Cocido Premium Feteado 150 Grs Paladini;$6.400;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Premium Feteado 150 Grs Pal_2.jpg
Jamón Cocido Feteado 130 Grs Bocatti;$6.625;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Feteado 130 Grs Bocatti_0.jpg
Jamon Cocido Fetas Finas 200 Grs Paladini;$8.950;D:/python/scrapling/imagenes_productos_vea\Jamon Cocido Fetas Finas 200 Grs Paladin_1.jpg
Jamón Cocido Cerdo Fresco x Kg;$10.900;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Cerdo Fresco x Kg_14.jpg
Fiambre De Cerdo Tripack X Kg;$11.290;D:/python/scrapling/imagenes_productos_vea\Fiambre De Cerdo Tripack X Kg_6.jpg
Jamón Crudo Fetas Finas x 120 Grs Paladini;$14.500;D:/python/scrapling/imagenes_productos_vea\Jamón Crudo Fetas Finas x 120 Grs Paladi_3.jpg
Jamón Cocido Feteado x 1 Kg x 3 Un Jumbo;$16.190;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Feteado x 1 Kg x 3 Un Jumbo_4.jpg
Fiambre de Cerdo Fresco x 1 Kg Lario;$19.090;D:/python/scrapling/imagenes_productos_vea\Fiambre de Cerdo Fresco x 1 Kg Lario_16.jpg
Jamón Cocido de Cerdo Feteado 1 Kg Campo Austral;$26.190;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido de Cerdo Feteado 1 Kg Campo_9.jpg
