Producto;Precio;Imagen
Yogur Firme Ffs Entero Sabor Vainilla 120 Grs La Serenísima;$699;D:/python/scrapling/imagenes_productos_vea\Yogur Firme Ffs Entero Sabor Vainilla 12_18.jpg
Leche Uat Descremada Apostoles 1 L;$1.192,5;D:/python/scrapling/imagenes_productos_vea\Leche Uat Descremada Apostoles 1 L_6.jpg
Leche Uat Descremada 2apostoles 1l;$1.192,5;D:/python/scrapling/imagenes_productos_vea\Leche Uat Descremada 2apostoles 1l_11.jpg
Leche Entera 1 Lts Cuisine & Co;$1.702,5;D:/python/scrapling/imagenes_productos_vea\Leche Entera 1 Lts Cuisine  Co_10.jpg
Leche Semi Descremada 1 Lts Cuisine & Co;$1.702,5;D:/python/scrapling/imagenes_productos_vea\Leche Semi Descremada 1 Lts Cuisine  Co_14.jpg
Leche Uat Entera Sachet X 1 L Cuisine & Co;$1.720;D:/python/scrapling/imagenes_productos_vea\Leche Uat Entera Sachet X 1 L Cuisine  C_19.jpg
Leche Desc Ls Reduc. Lactosa Sachet 1l;$1.749;D:/python/scrapling/imagenes_productos_vea\Leche Desc Ls Reduc Lactosa Sachet 1l_8.jpg
Leche Entera La Serenísima 3sachet 1lt;$1.749;D:/python/scrapling/imagenes_productos_vea\Leche Entera La Serenísima 3sachet 1lt_15.jpg
Yogur Griego Firme Natural X 190 Grs Yogurisimo;$1.899;D:/python/scrapling/imagenes_productos_vea\Yogur Griego Firme Natural X 190 Grs Yog_9.jpg
Leche Uat Entera Las Tres Niñas 1l;$1.912,5;D:/python/scrapling/imagenes_productos_vea\Leche Uat Entera Las Tres Niñas 1l_5.jpg
