Producto;Precio;Imagen
Gaseosa Cola 500 Ml Pepsi;$1.575;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola 500 Ml Pepsi_11.jpg
Gaseosa Black Sin Azúcar 500 Ml Pepsi;$1.575;D:/python/scrapling/imagenes_productos_vea\Gaseosa Black Sin Azúcar 500 Ml Pepsi_17.jpg
Gaseosa Pepsi  Lata 354ml X 1u;$1.687,5;D:/python/scrapling/imagenes_productos_vea\Gaseosa Pepsi  Lata 354ml X 1u_13.jpg
Gaseosa Cola 2.25 Lts Cunnington;$1.790;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola 225 Lts Cunnington_18.jpg
Gaseosa Cola Sabor Suave 2.25 Lts Cunnington;$1.890;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola Sabor Suave 225 Lts Cunning_8.jpg
Gaseosa Cunnington Pomelo Suave 2.25lt;$1.890;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cunnington Pomelo Suave 225lt_14.jpg
Gaseosa Sabor Naranja 2.25 Lts Mirinda;$1.950;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Naranja 225 Lts Mirinda_10.jpg
Gaseosa Sabor Original 600 Ml Coca-cola;$2.083,33;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 600 Ml Coca-cola_3.jpg
Gaseosa Sin Azúcar Sabor Limón 1.5 Lts 7 Up;$2.399,4;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sin Azúcar Sabor Limón 15 Lts 7 _7.jpg
Gaseosa Sabor Original 354 Ml Coca Cola;$2.500;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 354 Ml Coca Cola_5.jpg
