Producto;Precio;Imagen
Esponja Virulana Multiuso;$665;D:/python/scrapling/imagenes_productos_vea\Esponja Virulana Multiuso_18.jpg
Esponja Virulana Multiuso Salvauñas;$735;D:/python/scrapling/imagenes_productos_vea\Esponja Virulana Multiuso Salvauñas_0.jpg
Esponja cuadradito Home Care.;$930;D:/python/scrapling/imagenes_productos_vea\Esponja cuadradito Home Care_4.jpg
Esponja Go! Multiuso;$1.000;D:/python/scrapling/imagenes_productos_vea\Esponja Go Multiuso_6.jpg
Esponja Go! Salvauñas;$1.200;D:/python/scrapling/imagenes_productos_vea\Esponja Go Salvauñas_9.jpg
Rejilla Home Care Cocina;$1.240;D:/python/scrapling/imagenes_productos_vea\Rejilla Home Care Cocina_1.jpg
Esponja de Cocina Poderosa x 1 Un Mortimer;$1.500;D:/python/scrapling/imagenes_productos_vea\Esponja de Cocina Poderosa x 1 Un Mortim_16.jpg
Trapo de Piso Gris 48x50 Cm x 1 Un;$1.550;D:/python/scrapling/imagenes_productos_vea\Trapo de Piso Gris 48x50 Cm x 1 Un_2.jpg
Esponja Mortimer Cuadriculada Abrasiva;$1.550;D:/python/scrapling/imagenes_productos_vea\Esponja Mortimer Cuadriculada Abrasiva_8.jpg
Esponja Doble Cara 13 x 9 Cm Mortimer;$1.900;D:/python/scrapling/imagenes_productos_vea\Esponja Doble Cara 13 x 9 Cm Mortimer_13.jpg
