Producto;Precio;Imagen
Bebida Isotónica Fresh Blue 500 Ml Full Sport;$1.350;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Fresh Blue 500 Ml Full _12.jpg
Bebida Isotónica Zero Sabor Fresa y Kiwi 400 Ml Gatorade;$1.450;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Zero Sabor Fresa y Kiwi_7.jpg
Bebida Isotónica Zero Sabor Moras 400 Ml Gatorade;$1.450;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Zero Sabor Moras 400 Ml_14.jpg
Bebida Isotónica Sabor Manzana 500 Ml Gatorade;$1.950;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Manzana 500 Ml Ga_8.jpg
Bebida Isotónica Sabor Cool Blue 500 Ml Gatorade;$1.950;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Cool Blue 500 Ml _9.jpg
Bebida Isotónica Sabor Uva 500 Ml Gatorade;$1.950;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Uva 500 Ml Gatora_13.jpg
Bebida Isotónica Sabor Naranja 500 Ml Gatorade;$1.950;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Naranja 500 Ml Ga_17.jpg
Bebida Isotónica Sabor Mountain Blast 500 Ml Powerade;$2.000;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Mountain Blast 50_0.jpg
Bebida Isotónica Sabor Frutas Tropicales 500 Cc Powerade;$2.000;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Frutas Tropicales_1.jpg
Bebida Isotónica Sabor Manzana 500 Ml Powerade;$2.000;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Sabor Manzana 500 Ml Po_2.jpg
