Producto;Precio;Imagen
Espinazo;$4.215;D:/python/scrapling/imagenes_productos_vea\Espinazo_16.jpg
Falda;$7.905;D:/python/scrapling/imagenes_productos_vea\Falda_11.jpg
Carne Vacuna Picada Común La Hacienda;$8.335;D:/python/scrapling/imagenes_productos_vea\Carne Vacuna Picada Común La Hacienda_0.jpg
Azotillo;$8.899;D:/python/scrapling/imagenes_productos_vea\Azotillo_12.jpg
Osobuco Vacuno La Hacienda;$9.705;D:/python/scrapling/imagenes_productos_vea\Osobuco Vacuno La Hacienda_5.jpg
Carnaza Comun La Hacienda;$9.749;D:/python/scrapling/imagenes_productos_vea\Carnaza Comun La Hacienda_1.jpg
Tapa De Bife Novillito Ev Al Vacio;$10.999;D:/python/scrapling/imagenes_productos_vea\Tapa De Bife Novillito Ev Al Vacio_13.jpg
Matambre Vacuno;$10.999;D:/python/scrapling/imagenes_productos_vea\Matambre Vacuno_15.jpg
Manta Vacuna La Hacienda;$11.999;D:/python/scrapling/imagenes_productos_vea\Manta Vacuna La Hacienda_19.jpg
Tapa De Asado;$12.999;D:/python/scrapling/imagenes_productos_vea\Tapa De Asado_7.jpg
