Producto;Precio;Imagen
Leche en Polvo Descremada 200 Grs La Serenisima;$3.599;D:/python/scrapling/imagenes_productos_vea\Leche en Polvo Descremada 200 Grs La Ser_10.jpg
Leche Condensada 395 Grs Cuisine & Co;$4.489;D:/python/scrapling/imagenes_productos_vea\Leche Condensada 395 Grs Cuisine  Co_9.jpg
Leche Descremada en Polvo 400 Grs Cuisine y Co;$4.489;D:/python/scrapling/imagenes_productos_vea\Leche Descremada en Polvo 400 Grs Cuisin_11.jpg
Leche en Polvo Entera 400 Grs Cuisine y Co;$4.659;D:/python/scrapling/imagenes_productos_vea\Leche en Polvo Entera 400 Grs Cuisine y _6.jpg
Leche Condensada Descremada Orgánica 395 Grs Nestlé®;$4.999;D:/python/scrapling/imagenes_productos_vea\Leche Condensada Descremada Orgánica 395_12.jpg
Leche Condensada Orgánica 395 Grs Nestlé®;$5.199;D:/python/scrapling/imagenes_productos_vea\Leche Condensada Orgánica 395 Grs Nestlé_1.jpg
Leche en Polvo Clásica 400 Grs La Serenisima;$6.999;D:/python/scrapling/imagenes_productos_vea\Leche en Polvo Clásica 400 Grs La Sereni_18.jpg
Leche en Polvo Nutrifuerza 400 Grs La Lechera;$7.199;D:/python/scrapling/imagenes_productos_vea\Leche en Polvo Nutrifuerza 400 Grs La Le_17.jpg
Leche en Polvo Deslactosada 400 Grs Purisima;$7.590;D:/python/scrapling/imagenes_productos_vea\Leche en Polvo Deslactosada 400 Grs Puri_4.jpg
Leche en Polvo Entera 800 Grs Cuisine y Co;$7.909;D:/python/scrapling/imagenes_productos_vea\Leche en Polvo Entera 800 Grs Cuisine y _3.jpg
