Producto;Precio;Imagen
Sal Gruesa 500 Grs Dos Anclas;$1.400;D:/python/scrapling/imagenes_productos_vea\Sal Gruesa 500 Grs Dos Anclas_3.jpg
Sal Parrillera Entrefina 500 Grs Dos Anclas;$1.400;D:/python/scrapling/imagenes_productos_vea\Sal Parrillera Entrefina 500 Grs Dos Anc_4.jpg
Sal Fina Dos Anclas 500 Gr;$1.415;D:/python/scrapling/imagenes_productos_vea\Sal Fina Dos Anclas 500 Gr_0.jpg
Sal Fina Celusal 500 Gr;$1.549;D:/python/scrapling/imagenes_productos_vea\Sal Fina Celusal 500 Gr_1.jpg
Sal Entrefina Celusal 500 Gr;$1.549;D:/python/scrapling/imagenes_productos_vea\Sal Entrefina Celusal 500 Gr_8.jpg
Sal Gruesa 500 Grs Celusal;$1.549;D:/python/scrapling/imagenes_productos_vea\Sal Gruesa 500 Grs Celusal_10.jpg
Sal Fina Dos Anclas 500 Gr;$1.616;D:/python/scrapling/imagenes_productos_vea\Sal Fina Dos Anclas 500 Gr_2.jpg
Sal Fina 500 Grs Celusal;$1.800;D:/python/scrapling/imagenes_productos_vea\Sal Fina 500 Grs Celusal_6.jpg
Sal Fina 100 Grs Celusal;$2.050;D:/python/scrapling/imagenes_productos_vea\Sal Fina 100 Grs Celusal_17.jpg
Sal Gruesa 1 Kg Dos Anclas;$2.500;D:/python/scrapling/imagenes_productos_vea\Sal Gruesa 1 Kg Dos Anclas_5.jpg
