Producto;Precio;Imagen
Cerveza Lager 500 Ml Landvik;$1.899;D:/python/scrapling/imagenes_productos_vea\Cerveza Lager 500 Ml Landvik_16.jpg
Cerveza Ultra 473 Cc Michelob;$1.943,5;D:/python/scrapling/imagenes_productos_vea\Cerveza Ultra 473 Cc Michelob_5.jpg
Cerveza Sin Alcohol 330 Cc Corona;$2.340;D:/python/scrapling/imagenes_productos_vea\Cerveza Sin Alcohol 330 Cc Corona_14.jpg
Cerveza Bajo Cero 1 Lts Quilmes;$2.479,1;D:/python/scrapling/imagenes_productos_vea\Cerveza Bajo Cero 1 Lts Quilmes_6.jpg
Cerveza Rubia 473 Cc Quilmes;$2.588;D:/python/scrapling/imagenes_productos_vea\Cerveza Rubia 473 Cc Quilmes_9.jpg
Cerveza Lager Sin Alcohol 473 Cc Heineken;$3.166;D:/python/scrapling/imagenes_productos_vea\Cerveza Lager Sin Alcohol 473 Cc Heineke_18.jpg
Cerveza Lager 710 Cc Quilmes;$3.706;D:/python/scrapling/imagenes_productos_vea\Cerveza Lager 710 Cc Quilmes_0.jpg
Cerveza Rubia 710 Cc Schneider;$3.799;D:/python/scrapling/imagenes_productos_vea\Cerveza Rubia 710 Cc Schneider_3.jpg
Cerveza Golden 1 Lts Imperial;$3.931,5;D:/python/scrapling/imagenes_productos_vea\Cerveza Golden 1 Lts Imperial_19.jpg
Cerveza Rubia 330 Cc Stella Artois;$4.081;D:/python/scrapling/imagenes_productos_vea\Cerveza Rubia 330 Cc Stella Artois_13.jpg
