Producto;Precio;Imagen
Leche Descremada Manfrey Uat 1 Lt;$1.117,5;D:/python/scrapling/imagenes_productos_vea\Leche Descremada Manfrey Uat 1 Lt_4.jpg
Leche Uat Descremada Apostoles 1 L;$1.117,5;D:/python/scrapling/imagenes_productos_vea\Leche Uat Descremada Apostoles 1 L_17.jpg
Leche Uat Entera Sachet X 1 L Cuisine & Co;$1.399;D:/python/scrapling/imagenes_productos_vea\Leche Uat Entera Sachet X 1 L Cuisine  C_16.jpg
Leche Entera 1 Lts Cuisine & Co;$1.490;D:/python/scrapling/imagenes_productos_vea\Leche Entera 1 Lts Cuisine  Co_9.jpg
Leche Semi Descremada 1 Lts Cuisine & Co;$1.490;D:/python/scrapling/imagenes_productos_vea\Leche Semi Descremada 1 Lts Cuisine  Co_10.jpg
Leche Uat Entera Las Tres Niñas 1l;$1.666,67;D:/python/scrapling/imagenes_productos_vea\Leche Uat Entera Las Tres Niñas 1l_6.jpg
Yogur Griego Firme Natural X 190 Grs Yogurisimo;$1.699;D:/python/scrapling/imagenes_productos_vea\Yogur Griego Firme Natural X 190 Grs Yog_7.jpg
Leche Entera La Serenísima 3sachet 1lt;$1.749;D:/python/scrapling/imagenes_productos_vea\Leche Entera La Serenísima 3sachet 1lt_13.jpg
Leche Desc Ls Reduc. Lactosa Sachet 1l;$1.750;D:/python/scrapling/imagenes_productos_vea\Leche Desc Ls Reduc Lactosa Sachet 1l_8.jpg
Leche Uat Descremada 1l Las Tres Niñas;$1.875;D:/python/scrapling/imagenes_productos_vea\Leche Uat Descremada 1l Las Tres Niñas_12.jpg
