Producto;Precio;Imagen
Gaseosa Sabor Cola 354 Ml Pepsi;$1.400;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Cola 354 Ml Pepsi_16.jpg
Gaseosa Sabor Original 354 Ml Coca Cola;$1.666,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 354 Ml Coca Cola_4.jpg
Gaseosa Sin Azúcar Sabor Cola 354 Ml Coca Cola;$1.666,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sin Azúcar Sabor Cola 354 Ml Coc_9.jpg
Gaseosa Sprite Lima-limón 354 Ml;$1.666,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sprite Lima-limón 354 Ml_18.jpg
Gaseosa Sabor Naranja 2.25 Lts Mirinda;$1.950;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Naranja 225 Lts Mirinda_6.jpg
Gaseosa Sabor Original 600 Ml Coca-cola;$2.083,33;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 600 Ml Coca-cola_3.jpg
Gaseosa Zero Sabor Cola 600 Ml Coca Cola;$2.083,33;D:/python/scrapling/imagenes_productos_vea\Gaseosa Zero Sabor Cola 600 Ml Coca Cola_8.jpg
Gaseosa Sin Azúcar Sabor Limón 1.5 Lts 7 Up;$2.099;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sin Azúcar Sabor Limón 15 Lts 7 _7.jpg
Gaseosa Sin Azúcar Sabor Pomelo 1.5 Lts Paso de los Toros;$2.099;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sin Azúcar Sabor Pomelo 15 Lts P_14.jpg
Gaseosa Cola Sabor Original 1.25 Lts Coca Cola;$2.520;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola Sabor Original 125 Lts Coca_12.jpg
