Producto;Precio;Imagen
Salchichas 66 X 6 190 Grs;$1.189;D:/python/scrapling/imagenes_productos_vea\Salchichas 66 X 6 190 Grs_18.jpg
Salchichas Familiares x 6 Un 190 Grs Cuisine & Co;$1.289;D:/python/scrapling/imagenes_productos_vea\Salchichas Familiares x 6 Un 190 Grs Cui_15.jpg
Salchichas Cocidas sin Piel x 6 Un 190 Grs La Blanca;$1.390;D:/python/scrapling/imagenes_productos_vea\Salchichas Cocidas sin Piel x 6 Un 190 G_16.jpg
Queso Reggianito Rallado 35 Grs x 1 Un La Serenisima;$1.792;D:/python/scrapling/imagenes_productos_vea\Queso Reggianito Rallado 35 Grs x 1 Un L_17.jpg
Queso Reggianito Rallado 40 Grs La Paulina;$1.850;D:/python/scrapling/imagenes_productos_vea\Queso Reggianito Rallado 40 Grs La Pauli_12.jpg
Queso Crema Clásico Individual 0.290 Kg Cuisine y Co;$1.989;D:/python/scrapling/imagenes_productos_vea\Queso Crema Clásico Individual 0290 Kg C_2.jpg
Queso Crema Blanco 290 Grs La Serenísima Clásico;$2.989;D:/python/scrapling/imagenes_productos_vea\Queso Crema Blanco 290 Grs La Serenísima_1.jpg
Queso Crema Blanco x 290 Grs La Serenísima Clásico;$2.989;D:/python/scrapling/imagenes_productos_vea\Queso Crema Blanco x 290 Grs La Serenísi_9.jpg
Queso Crema Blanco Fresco 500 Grs Casancrem;$5.990;D:/python/scrapling/imagenes_productos_vea\Queso Crema Blanco Fresco 500 Grs Casanc_10.jpg
Queso Rallado x 0.15 Kg La Paulina;$6.158;D:/python/scrapling/imagenes_productos_vea\Queso Rallado x 015 Kg La Paulina_14.jpg
