Producto;Precio;Imagen
Yogur Griego Vainilla X 140 Grs Yogurísimo;$1.462,5;D:/python/scrapling/imagenes_productos_vea\Yogur Griego Vainilla X 140 Grs Yogurísi_18.jpg
Leche Uat Descremada Apostoles 1 L;$1.490;D:/python/scrapling/imagenes_productos_vea\Leche Uat Descremada Apostoles 1 L_7.jpg
Leche Uat Descremada 2apostoles 1l;$1.490;D:/python/scrapling/imagenes_productos_vea\Leche Uat Descremada 2apostoles 1l_10.jpg
Leche Entera 1 Lts Cuisine & Co;$1.513,33;D:/python/scrapling/imagenes_productos_vea\Leche Entera 1 Lts Cuisine  Co_8.jpg
Leche Semi Descremada 1 Lts Cuisine & Co;$1.513,33;D:/python/scrapling/imagenes_productos_vea\Leche Semi Descremada 1 Lts Cuisine  Co_13.jpg
Leche Uat Entera Las Tres Niñas 1l;$1.700;D:/python/scrapling/imagenes_productos_vea\Leche Uat Entera Las Tres Niñas 1l_5.jpg
Leche Desc Ls Reduc. Lactosa Sachet 1l;$1.780;D:/python/scrapling/imagenes_productos_vea\Leche Desc Ls Reduc Lactosa Sachet 1l_6.jpg
Leche Entera La Serenísima 3sachet 1lt;$1.780;D:/python/scrapling/imagenes_productos_vea\Leche Entera La Serenísima 3sachet 1lt_11.jpg
Leche La Serenisima Liviana Bot 1l;$1.833,33;D:/python/scrapling/imagenes_productos_vea\Leche La Serenisima Liviana Bot 1l_17.jpg
Leche Uat La Serenísima Proteina 1lt;$1.933,33;D:/python/scrapling/imagenes_productos_vea\Leche Uat La Serenísima Proteina 1lt_2.jpg
