Producto;Precio;Imagen
Carne Vacuna Picada Común La Hacienda;$6.499;D:/python/scrapling/imagenes_productos_vea\Carne Vacuna Picada Común La Hacienda_0.jpg
Azotillo;$8.315;D:/python/scrapling/imagenes_productos_vea\Azotillo_13.jpg
Osobuco La Hacienda;$9.065;D:/python/scrapling/imagenes_productos_vea\Osobuco La Hacienda_8.jpg
Carnaza Comun La Hacienda;$9.109;D:/python/scrapling/imagenes_productos_vea\Carnaza Comun La Hacienda_1.jpg
Tapa De Bife Novillito Ev Al Vacio;$12.829;D:/python/scrapling/imagenes_productos_vea\Tapa De Bife Novillito Ev Al Vacio_12.jpg
Carne Vacuna Picada Especial La Hacienda;$12.965;D:/python/scrapling/imagenes_productos_vea\Carne Vacuna Picada Especial La Hacienda_3.jpg
Asado Congelado;$12.999;D:/python/scrapling/imagenes_productos_vea\Asado Congelado_4.jpg
Roast Beef Churrasco;$12.999;D:/python/scrapling/imagenes_productos_vea\Roast Beef Churrasco_6.jpg
Manta Parrillera La Hacienda;$12.999;D:/python/scrapling/imagenes_productos_vea\Manta Parrillera La Hacienda_17.jpg
Tapa De Asado;$13.999;D:/python/scrapling/imagenes_productos_vea\Tapa De Asado_7.jpg
