Producto;Precio;Imagen
Soda 2.25 Lts Cuisine & Co;$910;D:/python/scrapling/imagenes_productos_vea\Soda 225 Lts Cuisine  Co_3.jpg
Agua Cellier Sin Gas 2lt;$1.202;D:/python/scrapling/imagenes_productos_vea\Agua Cellier Sin Gas 2lt_4.jpg
Soda 1.75 Lts Cuisine & Co;$1.235;D:/python/scrapling/imagenes_productos_vea\Soda 175 Lts Cuisine  Co_1.jpg
Agua Mineral Sin Gas 2250 Ml Villa del Sur;$1.592,5;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 2250 Ml Villa del S_5.jpg
Soda Gasificada 1.75 Lts Sierra de los Padres;$1.750;D:/python/scrapling/imagenes_productos_vea\Soda Gasificada 175 Lts Sierra de los Pa_11.jpg
Agua Mineral Sin Gas 2.25 Lts Nestle;$1.820;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 225 Lts Nestle_16.jpg
Agua Mineral Sin Gas 2 Lts Villavicencio;$1.982,5;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 2 Lts Villavicencio_2.jpg
Agua Mineral Eco De Los Andes Sin Gas 2 L;$2.112,5;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Eco De Los Andes Sin Gas 2 _15.jpg
Saborizada Levite Manzana 2.25lt;$2.189;D:/python/scrapling/imagenes_productos_vea\Saborizada Levite Manzana 225lt_6.jpg
Agua Saborizada Sin Gas Sabor Naranja 2.25 Lts Levite;$2.189;D:/python/scrapling/imagenes_productos_vea\Agua Saborizada Sin Gas Sabor Naranja 22_9.jpg
