Producto;Precio;Imagen
Salchichas La Blanca 190 Gr;$1.200;D:/python/scrapling/imagenes_productos_vea\Salchichas La Blanca 190 Gr_12.jpg
Queso Reggianito Rallado 40 Grs La Paulina;$1.499;D:/python/scrapling/imagenes_productos_vea\Queso Reggianito Rallado 40 Grs La Pauli_13.jpg
Queso Reggianito Rallado 35 Grs x 1 Un La Serenisima;$1.726;D:/python/scrapling/imagenes_productos_vea\Queso Reggianito Rallado 35 Grs x 1 Un L_16.jpg
Salchichas Familiares x 6 Un 190 Grs Cuisine & Co;$1.899;D:/python/scrapling/imagenes_productos_vea\Salchichas Familiares x 6 Un 190 Grs Cui_11.jpg
Queso Crema Clásico Individual 0.290 Kg Cuisine y Co;$1.999;D:/python/scrapling/imagenes_productos_vea\Queso Crema Clásico Individual 0290 Kg C_3.jpg
Queso Crema Blanco 290 Grs La Serenísima Clásico;$2.499;D:/python/scrapling/imagenes_productos_vea\Queso Crema Blanco 290 Grs La Serenísima_1.jpg
Queso Crema Blanco x 290 Grs La Serenísima Clásico;$2.499;D:/python/scrapling/imagenes_productos_vea\Queso Crema Blanco x 290 Grs La Serenísi_6.jpg
Salchichas Viena x 6 Un 225 Grs Granja Iris;$2.950;D:/python/scrapling/imagenes_productos_vea\Salchichas Viena x 6 Un 225 Grs Granja I_17.jpg
Queso Blanco Balance 290 Grs Casancrem;$3.504,8;D:/python/scrapling/imagenes_productos_vea\Queso Blanco Balance 290 Grs Casancrem_19.jpg
Queso Crema Blanco Fresco 500 Grs Casancrem;$5.648,5;D:/python/scrapling/imagenes_productos_vea\Queso Crema Blanco Fresco 500 Grs Casanc_5.jpg
