Producto;Precio;Imagen
Agua Mineral Sin Gas 2 Lts Cellier;$1.025;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 2 Lts Cellier_5.jpg
Soda 2.25 Lts Cuisine & Co;$1.400;D:/python/scrapling/imagenes_productos_vea\Soda 225 Lts Cuisine  Co_4.jpg
Agua Mineral Sin Gas 2250 Ml Villa del Sur;$1.592,5;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 2250 Ml Villa del S_6.jpg
Agua Mineral Sin Gas 2.25 Lts Nestle;$1.722,5;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 225 Lts Nestle_17.jpg
Soda Gasificada 1.75 Lts Sierra de los Padres;$1.750;D:/python/scrapling/imagenes_productos_vea\Soda Gasificada 175 Lts Sierra de los Pa_11.jpg
Soda Sifón 1.75 Lts Cuisine & Co;$1.870;D:/python/scrapling/imagenes_productos_vea\Soda Sifón 175 Lts Cuisine  Co_1.jpg
Agua Mineral Sin Gas 2 Lts Villavicencio;$1.982,5;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 2 Lts Villavicencio_2.jpg
Agua Mineral Sin Gas 2 Lts Eco de los Andes;$2.015;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas 2 Lts Eco de los An_14.jpg
Agua Sabor Pomelo 2.25 Lts Levite;$2.210;D:/python/scrapling/imagenes_productos_vea\Agua Sabor Pomelo 225 Lts Levite_3.jpg
Agua Mineral Sin Gas Sabor Manzana 2.25 Lts Levite;$2.210;D:/python/scrapling/imagenes_productos_vea\Agua Mineral Sin Gas Sabor Manzana 225 L_8.jpg
