Producto;Precio;Imagen
Gaseosa Sabor Cola 354 Ml Pepsi;$1.400;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Cola 354 Ml Pepsi_17.jpg
Gaseosa Sabor Original 354 Ml Coca Cola;$1.666,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 354 Ml Coca Cola_6.jpg
Gaseosa Sin Azúcar Sabor Cola 354 Ml Coca Cola;$1.666,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sin Azúcar Sabor Cola 354 Ml Coc_11.jpg
Gaseosa Cunnington Cola Suave 2.25lt;$1.990;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cunnington Cola Suave 225lt_12.jpg
Gaseosa Sabor Original 600 Ml Coca-cola;$2.083,33;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 600 Ml Coca-cola_5.jpg
Gaseosa Cola Sabor Original 1.25 Lts Coca Cola;$2.520;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola Sabor Original 125 Lts Coca_16.jpg
Gaseosa Sabor Naranja 2.25 Lts Mirinda;$2.600;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Naranja 225 Lts Mirinda_8.jpg
Gaseosa Pepsi Black 2 L;$2.729;D:/python/scrapling/imagenes_productos_vea\Gaseosa Pepsi Black 2 L_1.jpg
Gaseosa Pepsi  Botella 2 L;$2.729;D:/python/scrapling/imagenes_productos_vea\Gaseosa Pepsi  Botella 2 L_3.jpg
Gaseosa Cola Black Sin Azúcar 1.5 Lts Pepsi;$2.962,5;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola Black Sin Azúcar 15 Lts Pep_7.jpg
