Producto;Precio;Imagen
Gaseosa Sabor Original 354 Ml Coca Cola;$1.533,33;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 354 Ml Coca Cola_6.jpg
Gaseosa Sabor Cola 354 Ml Pepsi;$1.575;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Cola 354 Ml Pepsi_18.jpg
Gaseosa Sabor Original 600 Ml Coca-cola;$1.916,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Original 600 Ml Coca-cola_5.jpg
Gaseosa Zero Sabor Cola 600 Ml Coca Cola;$1.916,67;D:/python/scrapling/imagenes_productos_vea\Gaseosa Zero Sabor Cola 600 Ml Coca Cola_8.jpg
Gaseosa Sabor Naranja 2.25 Lts Mirinda;$1.950;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Naranja 225 Lts Mirinda_10.jpg
Gaseosa Cola Sabor Suave 2.25 Lts Cunnington;$1.990;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola Sabor Suave 225 Lts Cunning_14.jpg
Gaseosa Sin Azúcar Sabor Limón 1.5 Lts 7 Up;$2.370;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sin Azúcar Sabor Limón 15 Lts 7 _9.jpg
Gaseosa Pepsi Black 2 L;$2.640;D:/python/scrapling/imagenes_productos_vea\Gaseosa Pepsi Black 2 L_1.jpg
Gaseosa Cola Black Sin Azúcar 1.5 Lts Pepsi;$2.962,5;D:/python/scrapling/imagenes_productos_vea\Gaseosa Cola Black Sin Azúcar 15 Lts Pep_13.jpg
Gaseosa Sabor Cola 2 Lts Pepsi;$3.300;D:/python/scrapling/imagenes_productos_vea\Gaseosa Sabor Cola 2 Lts Pepsi_3.jpg
