Producto;Precio;Imagen
Salchichas La Blanca 190 Gr 6 U;$1.200;D:/python/scrapling/imagenes_productos_vea\Salchichas La Blanca 190 Gr 6 U_11.jpg
Queso Rallado La Paulina  Sobre 40 G;$1.350;D:/python/scrapling/imagenes_productos_vea\Queso Rallado La Paulina  Sobre 40 G_19.jpg
Salchichas X 6 Un - 190 Grs Cuisine & Co;$1.489;D:/python/scrapling/imagenes_productos_vea\Salchichas X 6 Un - 190 Grs Cuisine  Co_7.jpg
Queso Crema Sin Tacc 290 Grs Cuisine & Co;$1.899;D:/python/scrapling/imagenes_productos_vea\Queso Crema Sin Tacc 290 Grs Cuisine  Co_6.jpg
Queso Blanco Original 290 Gr La Serenísima Clásico;$2.399;D:/python/scrapling/imagenes_productos_vea\Queso Blanco Original 290 Gr La Serenísi_4.jpg
Queso Blanco Light 290 Gr La Serenísima Clásico;$2.399;D:/python/scrapling/imagenes_productos_vea\Queso Blanco Light 290 Gr La Serenísima _8.jpg
Salchichas Granja Iris De Viena 6 U- 225 Gr;$2.500;D:/python/scrapling/imagenes_productos_vea\Salchichas Granja Iris De Viena 6 U- 225_12.jpg
Queso Untable La Serenísima Cremón 280 Gr;$2.689;D:/python/scrapling/imagenes_productos_vea\Queso Untable La Serenísima Cremón 280 G_14.jpg
Queso Untable Finlandia Clásico 290 Gr;$3.850;D:/python/scrapling/imagenes_productos_vea\Queso Untable Finlandia Clásico 290 Gr_15.jpg
Queso Untable Finlandia 290 Gr;$3.850;D:/python/scrapling/imagenes_productos_vea\Queso Untable Finlandia 290 Gr_18.jpg
