Producto;Precio;Imagen
Espinazo;$3.148;D:/python/scrapling/imagenes_productos_vea\Espinazo_19.jpg
Falda;$6.324;D:/python/scrapling/imagenes_productos_vea\Falda_10.jpg
Carnaza Comun La Hacienda;$6.399,2;D:/python/scrapling/imagenes_productos_vea\Carnaza Comun La Hacienda_1.jpg
Carne Vacuna Picada Común La Hacienda;$6.499;D:/python/scrapling/imagenes_productos_vea\Carne Vacuna Picada Común La Hacienda_0.jpg
Azotillo;$6.652;D:/python/scrapling/imagenes_productos_vea\Azotillo_12.jpg
Osobuco La Hacienda;$7.252;D:/python/scrapling/imagenes_productos_vea\Osobuco La Hacienda_5.jpg
Tapa De Bife Novillito Ev Al Vacio;$10.263,2;D:/python/scrapling/imagenes_productos_vea\Tapa De Bife Novillito Ev Al Vacio_11.jpg
Carne Vacuna Picada Especial La Hacienda;$10.372;D:/python/scrapling/imagenes_productos_vea\Carne Vacuna Picada Especial La Hacienda_3.jpg
Manta Parrillera La Hacienda;$11.087,2;D:/python/scrapling/imagenes_productos_vea\Manta Parrillera La Hacienda_16.jpg
Roast Beef Churrasco;$12.479,2;D:/python/scrapling/imagenes_productos_vea\Roast Beef Churrasco_4.jpg
