Producto;Precio;Imagen
AGUA 401 600 CC;$399,91;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA 401 600 CC_0.jpg
AGUA CELLIER 600 ML;$419,89;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA CELLIER 600 ML_1.jpg
AGUA 401 2 LT;$589,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA 401 2 LT_2.jpg
AGUA DASH BAJA SODIO 2 LT;$749,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA DASH BAJA SODIO 2 LT_3.jpg
AGUA CELLIER 2 LT;$848,43;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA CELLIER 2 LT_4.jpg
AGUA BENEDICTINO 500 CC;$1.049,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA BENEDICTINO 500 CC_5.jpg
AGUA GLACIAR SIN GAS 500 cc;$1.049,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA GLACIAR SIN GAS 500 cc_6.jpg
AGUA NESTLE PUREZA VITAL 1.5 LT;$1.149,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA NESTLE PUREZA VITAL 15 LT_7.jpg
AGUA VILLA DEL SUR 600 CC;$1.269,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA VILLA DEL SUR 600 CC_8.jpg
AGUA NESTLE PUREZA VITAL 2.25 LT;$1.299,90;d:/python/scrapling/maxiconsumo/imagenes_productos_maxiconsumo\AGUA NESTLE PUREZA VITAL 225 LT_9.jpg
