Producto;Precio;Imagen
CERVEZA ZEUS 473 CC;$899,90;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA ZEUS 473 CC.jpg
CERVEZA QUILMES 0.0 SIN ALCOHOL 473 CC;$1.249,91;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA QUILMES 00 SIN ALCOHOL 473 CC.jpg
CERVEZA ZEUS PET 1 LT;$1.399,90;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA ZEUS PET 1 LT.jpg
CERVEZA ZEUS 710 CC;$1.699,89;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA ZEUS 710 CC.jpg
CERVEZA QUILMES STOUT 473 CC;$1.699,90;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA QUILMES STOUT 473 CC.jpg
CERVEZA QUILMES LATA 473 CC;$1.699,90;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA QUILMES LATA 473 CC.jpg
CERVEZA ANDES ORIGEN RUBIA 473 CC;$1.799,90;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA ANDES ORIGEN RUBIA 473 CC.jpg
CERVEZA ANDES ORIGEN ROJA 473 cc;$1.799,91;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA ANDES ORIGEN ROJA 473 cc.jpg
CERVEZA BRAHMA AMARILLA MUSICA 473 CC;$1.899,89;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA BRAHMA AMARILLA MUSICA 473 CC.jpg
CERVEZA CORONA 0.0 SIN ALCOHOL 330 CC;$2.299,90;d:/python/scrapling/imagenes_productos_maxiconsumo\CERVEZA CORONA 00 SIN ALCOHOL 330 CC.jpg
