Producto;Precio;Imagen
HAMBURGUESA PATY FINITA 2 UN;$1.998,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA PATY FINITA 2 UN.jpg
MEDALLON PATY EXPRESS 2X55 GR;$2.219,90;d:/python/scrapling/imagenes_productos_maxiconsumo\MEDALLON PATY EXPRESS 2X55 GR.jpg
MEDALLONES CHAMPION ESTUCHE 4 UN;$2.249,90;d:/python/scrapling/imagenes_productos_maxiconsumo\MEDALLONES CHAMPION ESTUCHE 4 UN.jpg
HAMBURGUESA UNION GANADERA FINITAS 2 UN;$2.579,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA UNION GANADERA FINITAS 2 UN.jpg
HAMBURGUESA MAROLIO 4 UN 80 GR;$4.109,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA MAROLIO 4 UN 80 GR.jpg
HAMBURGUESA PATY ESTUCHE 4 UN 80 GR;$6.588,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA PATY ESTUCHE 4 UN 80 GR.jpg
HAMBURGUESA UNION GANADERA CLASICA 4 UN;$8.979,89;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA UNION GANADERA CLASICA 4 UN.jpg
HAMBURGUESA MAROLIO 12 UN;$12.399,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA MAROLIO 12 UN.jpg
HAMBURGUESA SWIFT CARNE 12 UN;$20.999,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA SWIFT CARNE 12 UN.jpg
HAMBURGUESA PATY X 12 UN 80 GR;$22.578,90;d:/python/scrapling/imagenes_productos_maxiconsumo\HAMBURGUESA PATY X 12 UN 80 GR.jpg
