Producto;Precio;Imagen
QUESO MILKAUT UNTABLE AZUL 190 GR;$2.899,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO MILKAUT UNTABLE AZUL 190 GR.jpg
QUESO MILKAUT UNTABLE JAMON 190 GR;$2.899,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO MILKAUT UNTABLE JAMON 190 GR.jpg
QUESO ADLER DAMBO 144 GR;$3.299,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO ADLER DAMBO 144 GR.jpg
QUESO ADLER CHEDDAR 144 GR;$3.299,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO ADLER CHEDDAR 144 GR.jpg
QUESO LA PAULINA CIBOULETTE 250 GR;$3.299,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO LA PAULINA CIBOULETTE 250 GR.jpg
QUESO MILKAUT CREMATTO CLASICO 285 GR;$3.499,89;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO MILKAUT CREMATTO CLASICO 285 GR.jpg
QUESO LA PAULINA DAMBO FETAS 180 gr;$4.249,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO LA PAULINA DAMBO FETAS 180 gr.jpg
QUESO SANTA ROSA AZUL PORCION 140 gr;$5.499,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO SANTA ROSA AZUL PORCION 140 gr.jpg
QUESO PUYEHUE CREMOSO 1 KG;$7.799,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO PUYEHUE CREMOSO 1 KG.jpg
QUESO MAROLIO CREMOSO 1 KG;$7.799,90;d:/python/scrapling/imagenes_productos_maxiconsumo\QUESO MAROLIO CREMOSO 1 KG.jpg
